osm_way_id,name,highway_class,lanes,width_m,surface,district,length_m
189447849,,secondary_link,,,,Dwarka,40
189447863,,secondary_link,,,,Dwarka,79
189447869,,secondary_link,,,,Dwarka,74
189447892,,secondary_link,,,asphalt,Dwarka,40
189447910,,secondary_link,,,,Dwarka,90
189447914,,secondary_link,,,,Dwarka,75
189447935,,secondary_link,,,,Dwarka,54
189447937,,secondary_link,,,,Dwarka,89
189447960,,secondary_link,,,,Dwarka,81
189447967,,secondary_link,,,,Dwarka,87
189447982,,secondary,,,,Dwarka,77
189450647,,secondary,,,,Dwarka,1749
189450655,,secondary_link,,,,Dwarka,86
189586865,,secondary,4,,asphalt,Outer North,2793
189586899,,secondary,4,,asphalt,Outer North,336
189586988,,secondary_link,4,,asphalt,Outer North,98
189591732,Urban Extension Road-II,trunk,3,,asphalt,Outer North,1084
189594699,,secondary,,,asphalt,Outer North,1811
189594701,,secondary,,,asphalt,Outer North,1952
189594702,,secondary,,,asphalt,Outer North,4218
189598821,,trunk,2,,asphalt,Outer North,1804
189610307,Mahatma Gandhi Marg,primary,,,asphalt,North,735
189610310,Mahatma Gandhi Marg,primary,,,asphalt,North,734
189610312,Signature Bridge Ramp,trunk_link,2,,asphalt,North,280
189610313,Signature Bridge Ramp,trunk_link,3,,asphalt,North,411
189610314,,primary_link,,,asphalt,North,68
189610315,,primary_link,,,asphalt,North,45
190261048,Delhi-Gurugram Expressway,motorway,4,,,South-West,277
190261052,Delhi-Gurugram Expressway,motorway,4,,,South-West,278
190261055,Delhi-Gurugram Expressway,motorway,4,,asphalt,South-West,378
190261057,Delhi-Gurugram Expressway,motorway,4,,asphalt,South-West,213
190261065,,secondary,3,,,South-West,138
190261066,,motorway_link,3,,,South-West,40
190261068,,motorway_link,,,,South-West,96
190261069,,secondary,3,,,South-West,443
190261071,,secondary,,,,South-West,387
190261073,,secondary,3,,,South-West,596
190261077,,secondary_link,3,,,South-West,50
190278386,,secondary_link,2,,asphalt,South-West,40
190278387,Masoodpur Flyover,primary,2,,asphalt,South-West,663
190278389,,secondary_link,2,,asphalt,South-West,110
190278390,Nelson Mandela Marg,primary_link,,,asphalt,South-West,36
190278391,Nelson Mandela Marg,primary_link,2,,asphalt,South-West,54
190297425,Nelson Mandela Marg,primary,,,asphalt,South-West,369
190297426,,primary_link,,,asphalt,South-West,264
190307548,Palam Marg,secondary,3,,asphalt,South-West,246
190307552,Munirka Flyover,primary,3,,asphalt,South-West,1209
190307554,Munirka Flyover,primary,3,,asphalt,South-West,230
190307558,Munirka Flyover,primary,3,,asphalt,South-West,984
190307559,,primary_link,,,asphalt,South-West,39
190307560,Palam Marg,primary,3,,asphalt,South-West,457
190307561,,secondary_link,,,,South-West,42
190323373,August Kranti Marg,secondary,3,,asphalt,South,300
190323374,August Kranti Marg,secondary,,,,South,269
190323375,August Kranti Marg,secondary,,,,South,336
190333630,Aruna Asaf Ali Marg,secondary,3,,asphalt,South-West,546
190333631,Aruna Asaf Ali Marg,secondary,2,,asphalt,South-West,887
190333632,Aruna Asaf Ali Marg,secondary,3,,asphalt,South-West,283
190333633,Aruna Asaf Ali Marg,secondary,3,,asphalt,South-West,286
190333634,Vedant Deshika Marg,secondary,2,,asphalt,South-West,566
190333635,Aruna Asaf Ali Marg,secondary,2,,asphalt,South-West,319
190333636,Aruna Asaf Ali Marg,secondary,2,,asphalt,South-West,16
190333637,,secondary_link,,,asphalt,South-West,48
190333638,,secondary_link,2,,asphalt,South-West,50
190333639,Aruna Asaf Ali Marg,secondary,2,,asphalt,South-West,10
190333640,Aruna Asaf Ali Marg,secondary,3,,asphalt,South-West,107
190333641,Aruna Asaf Ali Marg,secondary,3,,asphalt,South-West,1336
190333642,Aruna Asaf Ali Marg,secondary,3,,asphalt,South-West,1336
190358329,Bharthal Railway Underpass,trunk,,,,Dwarka,149
190358330,Bharthal Railway Underpass,trunk,,,,South-West,147
191204882,August Kranti Marg,secondary,3,,,South,582
191204883,Maharishi Dayanand Marg,secondary,,,,South,168
191204884,Pandit Trilok Chandra Sharma Marg,secondary,3,,asphalt,South,373
191204885,Pandit Trilok Chandra Sharma Marg,secondary,3,,asphalt,South,33
191204886,Pandit Trilok Chandra Sharma Marg,secondary,3,,asphalt,South,34
191204887,Pandit Trilok Chandra Sharma Marg,secondary,2,,,South,868
191204888,,secondary_link,2,,asphalt,South,63
191204889,,secondary_link,2,,asphalt,South,60
191204895,,secondary_link,,,asphalt,South,99
191207568,,primary_link,,,asphalt,South,42
191207573,,primary_link,,,asphalt,South,77
191229318,Okhla Estate Marg,secondary,2,,asphalt,South-East,189
191229319,Okhla Estate Marg,secondary,2,,asphalt,South-East,1530
191229320,Sarita Vihar Okhla Underpass,secondary,2,,asphalt,South-East,557
191229321,Sarita Vihar Okhla Underpass,secondary,2,,asphalt,South-East,555
191229322,,secondary,2,,asphalt,South-East,371
191229323,Shri Maa Anandamai Marg,secondary,2,,asphalt,South-East,436
191229324,Sarita Vihar Okhla Underpass,trunk_link,,,,South-East,46
191229328,Okhla Estate Marg Flyover,trunk_link,,,,South-East,19
191229331,Ma Anandmayee Marg,secondary,,,,South-East,2649
191229338,,secondary_link,2,,asphalt,South-East,69
191229340,Okhla Estate Marg Flyover,trunk_link,,,,South-East,61
191229341,,secondary_link,2,,asphalt,South-East,86
191229342,Sarita Vihar Okhla Underpass,trunk_link,,,,South-East,65
191229345,,trunk_link,,,,South-East,67
191229346,,secondary_link,2,,asphalt,South-East,98
191229347,Okhla Estate Marg Flyover,trunk_link,,,,South-East,118
191229348,Sarita Vihar Okhla Underpass,trunk_link,,,,South-East,98
191229350,,trunk_link,,,,South-East,283
193824811,Urban Extension Road-II,trunk,3,,asphalt,Dwarka,736
194271811,Urban Extension Road-II,trunk,3,,asphalt,Dwarka,1936
195207623,Kirby Place Junction,primary,,,asphalt,South-West,10
195207624,Cariappa Marg,primary,,,,South-West,38
195207626,Cariappa Marg,primary,,,,South-West,421
195207629,Pankha Road,primary,,,,South-West,548
195207630,Pankha Road,primary,,,,South-West,516
195207631,Pankha Road,primary,,,,South-West,510
195207633,Pankha Road,primary,,,,West,1570
198065394,Rohtak Road,trunk,4,,,Outer,1756
198065397,Rohtak Road,primary,,,,Outer,112
202645528,Mathura Road,trunk,,,,South-East,2380
202645529,Mathura Road,primary,,,,South-East,250
202664155,Panchkuian Road,secondary,,,,New Delhi,240
202664784,Rohtak Road,primary,3,,asphalt,West,2240
202664785,Zakhira Flyover,primary,,,,West,136
202664787,Panjabi bagh Underpass,primary,2,,,West,311
202671156,,trunk_link,,,,South-West,58
202671157,,trunk_link,3,,,South-West,149
202671158,,trunk_link,,,,South-West,137
202671159,,secondary_link,,,asphalt,South-West,52
202672558,,primary,2,,asphalt,South,14
202672559,Abdul Gaffar Khan Marg,primary,3,,asphalt,South-West,1300
202672560,Anuvrat Marg,trunk,3,,asphalt,South,804
202675176,Mahatma Gandhi Marg,primary,2,,asphalt,South-East,492
202675706,Mahatma Gandhi Marg,primary_link,2,,,South-East,283
202678360,Nizamuddin Railway Station Flyover,trunk,,,,South-East,92
202762524,Doctor KB Hedgewar Marg,trunk,4,,asphalt,North,1854
202762525,Mahatma Gandhi Road,trunk,,,,North,884
202769062,Azadpur Underpass,primary_link,,,,North-West,275
202769063,Mahatma Gandhi Marg,secondary,,,,North-West,256
202769064,GT Road,secondary,,,,North-West,869
202770673,Azadpur Underpass,primary_link,,,,North-West,53
202770674,Azadpur Underpass,primary_link,,,,North-West,284
202770675,Azadpur Underpass,primary_link,,,,North-West,276
202770762,Azadpur Underpass,primary_link,,,asphalt,North-West,52
202770842,Azadpur Underpass,primary_link,2,,asphalt,North-West,23
202797125,Mahatma Gandhi Marg,motorway_link,2,,,South-East,196
202800229,Defence Colony Flyover,secondary,3,,asphalt,South,520
202800230,Lala Lajpat Rai Path,secondary,3,,asphalt,South-East,267
202800231,Defence Colony Flyover,secondary,,,asphalt,South-East,198
202800232,Defence Colony Flyover,secondary,3,,asphalt,South-East,512
202800233,,trunk_link,2,,asphalt,South-East,626
202800235,,trunk_link,2,,asphalt,South-East,83
202800236,,trunk_link,2,,asphalt,South-East,74
202800241,,primary_link,,,,South-East,96
202800242,,trunk_link,2,,asphalt,South-East,320
202801080,Delhi - Meerut Expressway,motorway,,,asphalt,East,721
202801081,Delhi - Meerut Expressway,motorway,3,,asphalt,East,320
202801082,Flyover,trunk,2,,,East,209
202801083,Delhi - Meerut Expressway,motorway,3,,asphalt,East,320
202801084,Flyover,trunk,2,,,East,209
202801085,Flyover,trunk,2,,,East,255
202801086,Flyover,trunk,3,,,East,331
202801087,Delhi - Meerut Expressway,motorway,3,,asphalt,East,421
202802687,,trunk_link,,,,East,97
202830263,Sham Nath Marg,primary,2,,asphalt,North,1223
202830264,Mahatma Gandhi Marg,primary,,,asphalt,North,57
202830265,Sham Nath Marg,secondary,2,,asphalt,North,896
202969533,Shivaji Marg,secondary,,,,Dwarka,3505
202970027,Pankha Road,primary,,,,West,971
202971398,,primary_link,,,asphalt,West,154
202972474,Shivaji Marg,secondary,,,,Dwarka,160
202973001,Shivaji Marg,secondary,,,,Dwarka,2274
202974527,Najafgarh Daurala Road,primary,,,,Dwarka,2266
202979956,Urban Extension Road-II,trunk,3,,asphalt,Dwarka,1248
202980175,Urban Extension Road-II,trunk,3,,asphalt,Dwarka,1269
202981468,Urban Extension Road-II,trunk,3,,asphalt,Outer,819
203589999,Dwarka Expressway,motorway,4,,asphalt,Dwarka,391
203598790,Dwarka Flyover,primary_link,,,,South-West,172
203598791,Dwarka Flyover,primary_link,,,,South-West,174
203598792,Rao Tula Ram Marg,primary,,,,South-West,554
203598793,Road Number 201,primary,,,,Dwarka,605
203598794,Dwarka Flyover,primary_link,,,,South-West,141
203598795,Road No. 201,secondary,3,,,Dwarka,1055
203598796,Dwarka Flyover,primary_link,,,,South-West,98
203599258,,primary,2,,asphalt,Dwarka,245
203599263,,primary_link,2,,asphalt,South-West,41
203599264,,primary_link,2,,asphalt,South-West,79
203599265,,primary_link,2,,asphalt,South-West,62
203599266,,primary_link,2,,asphalt,Dwarka,34
203599270,,primary,2,,asphalt,Dwarka,258
204980192,Bawana road,primary,,,,Outer North,1193
204980200,Palla-Bakhtawar Pur road,secondary,,,,Outer North,2770
204980206,Palla Bakhtawarpur road,secondary,,,,Outer North,539
205771482,,motorway_link,3,,,South-West,394
205771483,Delhi-Gurugram Expressway,motorway,4,,,South-West,1480
205771485,Mahipalpur Flyover,motorway,4,,,South-West,1729
206138925,Bawana - Auchandi Border Road,primary,2,,paved,Outer North,544
211144686,Delhi-Dehradun Expressway,trunk,3,,asphalt,East,659
211144687,Delhi-Dehradun Expressway,trunk,3,,asphalt,East,224
211144688,Delhi-Dehradun Expressway,trunk,3,,asphalt,East,222
211144689,Noida Link Road,trunk,,,asphalt,East,311
211189672,Udhyog Marg Flyover,secondary,,,,East,27
211191570,Mayur Vihar Phase1 Flyover,trunk,,,asphalt,East,414
211191571,Mayur Vihar Phase1 Flyover,trunk,3,,asphalt,East,252
211191572,Mayur Vihar Phase1 Flyover,trunk,3,,asphalt,East,277
211191574,Mayur Vihar Flyover,trunk,,,,East,199
211191575,Mayur Vihar Flyover,trunk,3,,asphalt,East,781
211191576,Mayur Vihar Flyover,trunk,3,,asphalt,East,204
211191577,Dadri Road,trunk,,,asphalt,East,347
211191578,Dadri Road,trunk_link,,,,East,78
211191580,Mayur Vihar Phase1 Flyover,trunk,3,,asphalt,East,308
211191581,,primary,,,,East,1274
211193239,,secondary_link,,,asphalt,East,805
211674430,Shivaji Marg,secondary,,,,Dwarka,2246
213153043,G.T.B Road,secondary,2,,paved,Shahdara,932
217294886,Bawana-Kanjhawala Road,secondary,2,,paved,Outer North,1035
217294887,Bawana-Kanjhawala Road,secondary,2,,asphalt,Outer North,112
217294888,Bawana-Kanjhawala Road,secondary,2,,asphalt,Outer North,9
220711849,Urban Extension Road-II,trunk,3,,asphalt,Dwarka,908
220711851,Urban Extension Road-II,trunk,3,,asphalt,Dwarka,617
228423376,Grand Trunk Road,trunk,3,,,Outer North,961
231992720,,secondary,,,asphalt,South-East,1781
235103563,,secondary,,,,Dwarka,614
235115521,Chaudhary Mange Ram Marg,secondary,,,,North-West,536
235115528,Pandit Lekkhram Sharma Marg,secondary,,,,North-West,10
239364440,Rohtak Road,trunk,3,,asphalt,Outer,3182
243056159,Swami Dayanand Marg,secondary,2,,asphalt,Shahdara,411
243056161,Road Number 57,primary,2,,asphalt,Shahdara,1280
243056163,Karkari Mor Flyover,primary,2,,asphalt,Shahdara,28
243056166,Master Plan Road,secondary,2,,asphalt,Shahdara,1628
243063626,Khichripur Road,secondary,,,,East,11
243063627,Khichripur Road,secondary,,,asphalt,East,139
243063629,,secondary,,,,East,635
243063630,,secondary,2,,asphalt,Shahdara,506
243348153,Satguru Ram Singh Marg,secondary,,,,West,2306
256583522,Anuvrat Marg,trunk,3,,asphalt,South,769
256583524,Acharya Shri Tulsi Marg,trunk,2,,asphalt,South,303
256583538,Carterpuri Road,secondary,,,asphalt,South-West,1066
258236660,Sarita Vihar Okhla Underpass,trunk_link,,,,South-East,86
258237309,Mathura Road,trunk,,,asphalt,South-East,1866
258237311,Okhla Estate Marg Flyover,trunk,,,,South-East,31
258237312,Okhla Estate Marg Flyover,trunk_link,,,,South-East,197
258237313,Mathura Road,trunk,,,,South-East,2873
258237314,Okhla Estate Marg Flyover,trunk_link,,,,South-East,90
258900791,Dabri Mor Flyover,primary,2,,,West,510
258901182,Dabri Mor Flyover,primary,,,,West,802
258902098,Dabri Mor Flyover,primary,,,,West,95
258902099,Dabri Mor Flyover,primary,,,,West,203
258902100,Dabri Mor Flyover,primary_link,,,,West,131
258902101,Dabri Mor Flyover,primary,,,,West,205
258902102,Dabri Mor Flyover,primary,,,,West,71
259022070,Nangloi road,primary,,,,Outer,2093
259022071,Nangloi road,primary,,,,Outer,18
259022074,Nangloi road,primary,,,,Outer,2548
261665826,,secondary,,,,Outer,452
261665828,Mundka Underpass,secondary,,,,Rohini,133
261665831,Mundka (ranikheda) Underpass,secondary,,,,Outer,126
261666397,Mundka Underpass,secondary_link,,,,Rohini,107
263455946,,primary_link,,,,West,83
263455953,,primary_link,,,asphalt,West,56
263456933,Outer Ring Road,primary,3,,asphalt,West,3001
263819666,Shivaji Marg,secondary,,,,Dwarka,443
263819671,Shivaji Marg,secondary,,,asphalt,Dwarka,43
264711057,,trunk,,,,South-West,158
264916239,,trunk_link,2,,asphalt,Central,310
265032208,Aurobindo Marg,secondary,3,,asphalt,South,378
265747902,Barapullah Road Flyover,trunk,,,,South,198
265847404,Underpass,primary_link,2,,asphalt,South,168
265847408,Underpass,primary_link,2,,asphalt,South,163
265847409,Underpass,primary_link,2,,,South,84
265903505,,secondary,,,,South,42
265903506,Bhishma Pitamah Marg,secondary,3,,,South,812
265927771,Shankar Road,secondary,,,,Central,900
265940883,August Kranti Marg,secondary,,,asphalt,South,1251
265940884,,primary_link,,,,South,76
266776805,Acharya Shri Tulsi Marg,trunk,2,,,South,6540
266823652,,secondary,,,,North,24
267446576,Raisina Road,secondary,,,asphalt,New Delhi,300
267505725,Jawaharlal Nehru Marg,secondary_link,,,,Central,62
268013659,,trunk_link,,,,East,52
268013660,,trunk_link,,,,East,85
268481509,,secondary,,,,Outer North,19
268481717,,secondary,,,,Outer North,15
268481765,,secondary,,,,Outer North,609
275449086,Max Mueller Marg,secondary,2,,asphalt,New Delhi,10
277860241,Dilshad Garden Underpass,secondary,,,asphalt,Shahdara,252
277860242,Dilshad Garden Underpass,secondary,,,asphalt,Shahdara,96
277860245,Dilshad Garden Underpass,secondary,,,asphalt,Shahdara,97
277860247,Dilshad Garden Underpass,secondary,,,asphalt,Shahdara,252
277860250,Dilshad Garden Underpass,secondary,,,asphalt,Shahdara,239
277860251,Dilshad Garden Underpass,secondary,,,asphalt,Shahdara,154
277860252,Dilshad Garden Underpass,secondary,,,asphalt,Shahdara,166
277860253,Dilshad Garden Underpass,secondary,,,asphalt,Shahdara,176
277860255,Dilshad Garden Underpass,secondary,,,asphalt,Shahdara,213
277860257,Dilshad Garden Underpass,secondary,,,asphalt,Shahdara,237
277860388,,secondary,2,,paved,Shahdara,192
277860409,Tahirpur Road,secondary,2,,paved,Shahdara,1143
277860439,,secondary,2,,paved,Shahdara,98
277886172,Aradhak Marg,secondary,,,asphalt,Shahdara,475
277886176,Aradhak Marg,secondary,,,asphalt,Shahdara,1612
277886268,Road No 56,secondary,,,asphalt,Shahdara,802
277886272,Vivek Vihar Railway Flyover,secondary,,,asphalt,Shahdara,44
277886279,Anand Vihar Railway Terminal Flyover,secondary,,,asphalt,Shahdara,185
277886282,Anand Vihar Railway Terminal Flyover,secondary,,,asphalt,Shahdara,291
277886292,Anand Vihar Railway Terminal Flyover,secondary,,,asphalt,Shahdara,77
277886298,Ghazipur Road,secondary,,,asphalt,Shahdara,695
277886348,Major Somnath Marg,secondary,2,,asphalt,Shahdara,1532
277886385,New Seemapuri Road,secondary,2,,paved,Shahdara,1095
277886391,,secondary,,,asphalt,Shahdara,27
277886488,,secondary_link,,,paved,Shahdara,10
277886496,,secondary_link,,,paved,Shahdara,23
277886502,,secondary_link,,,paved,Shahdara,30
277886566,,secondary_link,,,paved,Shahdara,22
277886589,,secondary_link,,,paved,Shahdara,10
277886662,,secondary_link,,,asphalt,Shahdara,40
277886746,,secondary_link,,,paved,Shahdara,28
277886838,Major Somnath Marg,secondary,,,paved,Shahdara,8
277886894,,secondary_link,,,asphalt,Shahdara,48
278046577,Maulana Mohamed Ali Jauhar Marg,secondary,,,,South-East,920
278178762,Shri Pardeshwar Dharam Mandir Marg,secondary,,,,North-West,1041
278178764,Pandit Lekkhram Sharma Marg,secondary,,,asphalt,North-West,423
278178765,Guru Harkishan Marg,secondary,,,asphalt,North-West,1509
278178768,Shri Pardeshwar Dharam Mandir Marg,secondary,,,,North-West,302
278178769,Britannia Road Underpass,secondary,,,asphalt,North-West,216
278577241,Rotary Number 51,secondary,,,,New Delhi,36
278577243,Bangabandhu Sheikh Mujib Road,secondary,,,asphalt,New Delhi,537
278577251,Rotary Number 51,secondary,,,,New Delhi,41
278977030,Najafgarh Bahadurgarh Road,secondary,,,,Dwarka,3370
278977032,Najafgarh Bahadurgarh Road,secondary,,,,Dwarka,38
278977033,Najafgarh Bahadurgarh Road,secondary,,,,Dwarka,866
279306795,Dwarka Flyover,primary_link,,,,South-West,191
280421234,,secondary,,,asphalt,South-East,126
280421239,Shri Maa Anandamai Marg,secondary,,,,South-East,699
280421240,,secondary,,,,South-East,30
287653320,Fourth Avenue Road,secondary,,,asphalt,South,87
287658616,Barapullah Road Flyover,trunk,3,,,South,84
287658618,Barapullah Road Flyover,trunk,,,,South,45
287658619,Barapullah Road Flyover,trunk,3,,asphalt,South,521
287870802,Mehrauli Badarpur Road,primary,2,,asphalt,South-East,1781
290039455,,primary_link,,,,North,45
290116490,,trunk_link,2,,,North,123
290116492,Signature Bridge Ramp,trunk_link,2,,asphalt,North,199
290136036,Doctor KB Hedgewar Marg,trunk_link,,,,North,599
290137949,Doctor KB Hedgewar Marg,trunk,4,,asphalt,North,1801
290137950,Wazirabad Flyover,trunk,3,,,North,611
290137952,Wazirabad Flyover,trunk,3,,,North,566
290137953,Wazirabad Flyover,trunk,,,,North,148
290137955,Signature Bridge Ramp,trunk_link,,,,North,363
290137957,Doctor KB Hedgewar Marg,trunk,,,,North,103
290137958,Doctor KB Hedgewar Marg,trunk_link,,,asphalt,North,214
290137959,Signature Bridge Ramp,trunk_link,,,,North,174
290137960,Wazirabad Flyover,trunk_link,,,,North,249
290681550,,secondary_link,,,,Dwarka,130
290681553,,primary,,,,West,113
290763137,Shri Pardeshwar Dharam Mandir Marg,secondary,,,,North-West,738
290763138,Pandit Lekkhram Sharma Marg,secondary,,,,North-West,495
292171517,Shyama Prasad Mukherji Marg,secondary,,,,North,37
292171518,Shyama Prasad Mukherji Marg,secondary,,,,North,39
292171520,Shyama Prasad Mukherji Marg,secondary,,,asphalt,North,221
293091496,Grand Trunk Road,trunk,3,,,Outer North,320
293091497,,trunk,,,,North-West,112
293530130,Bahadur Shah Zafar Marg,secondary,2,,asphalt,Central,1077
293530131,,trunk_link,,,,Central,222
293530132,,secondary,,,asphalt,New Delhi,557
293530134,Lala Ramcharan Aggarwal Chowk,secondary,,,asphalt,Central,17
293531858,Jawaharlal Nehru Marg,secondary,,,,Central,14
293544334,,trunk,,,,Dwarka,83
293544337,,trunk_link,3,,asphalt,Dwarka,362
293544339,,secondary,,,,Dwarka,184
293544341,Road 224,secondary,,,,Dwarka,947
293545391,,secondary_link,,,asphalt,Dwarka,111
296547465,,secondary,2,,paved,North-East,882
296547467,Tahirpur Road,secondary,2,,paved,Shahdara,970
296547474,Road Number 69,secondary,,,,North-East,315
296547475,Road Number 69,secondary,,,,North-East,317
296547476,,secondary,,,,North-East,926
296547477,,secondary,,,,North-East,38
296547479,,secondary,,,,North-East,911
296550686,Swami Dayanand Marg,secondary,2,,asphalt,Shahdara,441
296550687,Swami Dayanand Marg,secondary,2,,asphalt,East,362
296962753,Signature Bridge Ramp,trunk_link,,,,North,65
296963058,Shahjahan Road,secondary,2,,asphalt,New Delhi,866
296963059,Shahjahan Road,secondary,2,,asphalt,New Delhi,784
296963061,,secondary_link,,,,New Delhi,85
297086687,Mahatma Gandhi Marg,trunk,,,,North,540
297412962,Shanti Swaroop tyagi marg,secondary,2,,asphalt,North-West,935
297417148,Pusta Road,secondary,,,,Outer North,1528
297417393,,secondary,,,,Outer North,243
297417578,,secondary,,,,Outer North,282
297418370,,secondary,,,,Outer North,1176
297419342,,secondary_link,,,,Outer North,55
297420675,,secondary,,,,Outer North,327
297420975,,secondary,,,,Outer North,532
297421300,,secondary,,,,Outer North,686
297421330,,secondary,,,,Outer North,31
297517382,Bawana road,secondary,,,,Outer North,949
300032966,Doctor Kailash Nath Katju Marg,primary,,,,Outer North,51
300032969,Doctor Kailash Nath Katju Marg,primary,3,,,Outer North,64
300034120,Doctor Kailash Nath Katju Marg,primary,3,,,Rohini,78
300034123,Doctor Kailash Nath Katju Marg,primary,2,,asphalt,Rohini,1622
309159543,Satya Marg,secondary,,,,New Delhi,275
309159545,Shanti Path,secondary,,,asphalt,New Delhi,1040
309159546,Satya Marg,secondary,,,,New Delhi,285
309159548,Shanti Path,secondary,,,asphalt,New Delhi,1045
309159552,Rotary 38,secondary,,,,New Delhi,80
309159553,Satya Marg,secondary,,,asphalt,New Delhi,277
309159555,Shanti Path,secondary,,,,New Delhi,283
309159558,Satya Marg,secondary,,,asphalt,New Delhi,283
311742565,Rajesh Pilot Marg,secondary,2,,asphalt,New Delhi,265
311784300,Rotary 14,secondary,,,asphalt,New Delhi,30
312031898,Ashram Railway Flyover,primary,2,,asphalt,South-East,27
312031900,Ashram Railway Flyover,primary,2,,asphalt,South-East,24
312031901,Mahatma Gandhi Marg,primary,2,,asphalt,South-East,58
312031904,Mandir Marg,secondary,2,,,South,845
312031907,,secondary,2,,,South,14
312031912,Josip Broz Tito Marg,secondary_link,2,,,South,36
312126316,Nelson Mandela Marg,primary,3,,asphalt,South-West,653
312126317,Nelson Mandela Marg,primary,,,,South-West,262
312126319,Nelson Mandela Marg,primary,,,asphalt,South-West,1779
312126635,,primary,,,,South-West,324
312127509,Nelson Mandela Marg,primary,3,,asphalt,South-West,242
312264428,,secondary,,,,Dwarka,658
312264430,,secondary,,,,Dwarka,151
313488516,Road 205,secondary,,,,Dwarka,2264
313488522,,secondary,,,,Dwarka,1392
313488529,Dwarka Expressway,motorway,4,,asphalt,Dwarka,383
313541230,Abdul Gaffar Khan Marg,primary,3,,asphalt,South-West,280
313547225,,secondary,,,,South-West,1466
313905499,,primary,,,,Dwarka,31
313905500,Dabri Dwarka Road,primary,,,,Dwarka,1654
314638639,Najafgarh Bahadurgarh Road,secondary,,,,Dwarka,3353
314638640,Najafgarh Dhansa Road,secondary,2,,asphalt,Dwarka,13450
314638641,Najafgarh Dhansa Road,secondary,2,,asphalt,Dwarka,13441
314638654,,secondary,2,,asphalt,Dwarka,2745
314638655,,secondary,2,,asphalt,Dwarka,2733
314926685,Najafgarh Nangloi Road,primary,,,,Dwarka,1180
314926687,Najafgarh Nangloi Road,primary,,,,Dwarka,1180
315610530,Girdhari Lal Goswami Marg,secondary,,,,Central,1811
315610531,Girdhari Lal Goswami Marg,secondary,,,,West,561
317513933,Dichaon Road,primary,,,,Dwarka,219
320353510,Nishadraj Marg,secondary,,,,North,570
320353511,,secondary_link,,,,Central,56
320354819,Mahatma Gandhi Marg,secondary,,,,Central,478
320354820,Mahatma Gandhi Marg,secondary,,,asphalt,Central,1284
352292010,Tahirpur Road,secondary,2,,paved,Shahdara,950
358642618,Urban Extension Road-II,trunk,3,,asphalt,Outer North,1534
358642619,,trunk,3,,asphalt,Outer North,883
358642620,,trunk,3,,asphalt,Outer North,882
358642621,Urban Extension Road-II,trunk,3,,asphalt,Outer North,1312
358642622,Urban Extension Road-II,trunk,3,,asphalt,Outer North,1305
359562295,,secondary_link,,,asphalt,New Delhi,44
359562296,,secondary_link,,,,New Delhi,50
359757123,Kartavya Path,secondary,4,,asphalt,New Delhi,612
360264013,,trunk_link,,,,North,167
361729387,Doctor KB Hedgewar Marg,primary,,,,North,184
361828687,,trunk_link,,,,South-East,161
364876214,Shalimar Bagh Flyover,primary,3,,asphalt,North-West,1454
364876217,Mahatma Gandhi Road,primary,,,asphalt,North-West,169
369826799,,trunk_link,,,,North-East,374
370160291,Burari Road,secondary,,,paved,Outer North,2878
370184260,,secondary,,,,Dwarka,644
370533501,Mustafa Kemal Ataturk Marg,secondary,2,,asphalt,New Delhi,10
370533503,Safdarjung Road,secondary,2,,asphalt,New Delhi,429
370533540,,secondary_link,,,asphalt,New Delhi,63
370533546,,secondary_link,,,,New Delhi,79
370533549,,secondary_link,,,,New Delhi,59
370534204,Shanti Path,secondary,,,asphalt,New Delhi,526
370534205,Shanti Path,secondary,,,asphalt,New Delhi,521
370543236,Aurobindo Marg Flyover,secondary,4,,asphalt,South,528
370543237,Indraprastha Marg,secondary,,,asphalt,Central,499
370543238,,secondary,,,asphalt,New Delhi,15
370543239,Tughlaq Road,secondary,,,,New Delhi,662
370543240,Vikas Marg,secondary,,,asphalt,Central,59
370543241,Vikas Marg,secondary,3,,asphalt,Central,144
370545019,Delhi-Dehradun Expressway,trunk,3,,asphalt,East,421
370545701,Ashoka Road,secondary,2,,asphalt,New Delhi,273
370546886,Safdarjung Road,secondary,,,,New Delhi,209
370546887,Safdarjung Road,secondary,2,,asphalt,New Delhi,8
370753102,Tughlaq Road,secondary,,,,New Delhi,50
370947969,Subramaniyam Bharti Marg,secondary,2,,asphalt,New Delhi,37
374689514,Outer Ring Road,primary,,,,Outer,371
374689515,Outer Ring Road,primary,,,,Outer,264
374689518,,primary,,,,Outer,213
377280467,,secondary_link,2,,asphalt,South,81
377280468,,primary_link,,,asphalt,South-West,77
379890428,Okhla Barrage,secondary,,,asphalt,South-East,568
379890429,Okhla Barrage,secondary,,,asphalt,South-East,567
379890447,,secondary,2,,asphalt,South-East,203
380715574,,secondary,,,,Outer North,52
386439543,,primary,,,,South-West,330
392071131,,primary_link,,,asphalt,South-East,55
392071132,,trunk_link,,,,South-East,75
392071133,,secondary_link,,,,South-East,291
392071134,,secondary_link,,,,South-East,41
395885008,Delhi-Noida Direct Flyway,motorway,4,,asphalt,South-East,328
395885010,Delhi-Noida Direct Flyway,motorway,4,,,South-East,478
395885012,Doctor KB Hedgewar Marg,primary,,,,North,483
395885013,Doctor KB Hedgewar Marg,primary,,,,North,485
395885014,Shaheed Captain Vikram Batra Flyover,trunk,,,,Outer North,238
